فرحين ومن أجل هذا~78#1878#19#51
فقال الصبر عنهن ولا~87#3912#190#399
فقال الصبر في الله~90#4318#82#324
فقال الصبر لله تعالىقال~90#4318#90#324
فقال الصبر والسماحة وقد~87#3392#143#326
فقال الصبر والسماحةأخبرنا الشيخ~90#4321#58#327
فقال الصبر والسماحةوسئل السري~90#4321#118#327
فقال الصبر والشكر والعافية~87#3403#221#337
فقال الصدق اسم للمعانى~25#230#43#5
فقال الصلاة لوقتها وقد~87#3117#381#51
فقال الصلاة يا سادتي~41#1173#50#262
فقال الصمد ثم زاد~82#1944#251#31
فقال الصواب هذا فما~90#4242#176#248
فقال الصوفي بربه والزاهد~41#1280#81#369
فقال الضيف أقوم إلى~90#4271#164#277
فقال الضيف قمت بنفسك~90#4271#193#277
فقال الطبيب إنه حي~90#4078#140#84
فقال الطرق إليه كثيرة~41#1108#201#197
فقال الطمع فتعجب الحسن~90#4230#127#236
فقال الطمع في فضل~41#972#36#61
فقال الطير يطير في~90#4518#218#533
فقال العابد لا بد~87#3785#332#272
فقال العارف لا يستوحش~87#3460#63#394
فقال العباس يا رسول~87#3903#263#390
فقال العبد فأين الله~90#4324#257#330
فقال العبد يا مولاي~90#4275#85#281
فقال العقل عندك بسيط~62#1717#121#69
فقال العقل ما يبعدك~41#1240#107#329
فقال العلم فيما مضى~87#3311#253#245
فقال العلم كله حقيقةقال~41#1208#127#297
فقال العناية قبل الماء~82#2440#36#75
فقال الغاية لا ولكن~87#3583#115#70
فقال الغذاء هو الذكر~87#3543#106#30
فقال الغلام إن المسجد~87#3176#116#110
فقال الغلام كان عليها~90#4369#45#384
فقال الغلام لأنك نظرت~90#4324#168#330
فقال الفؤاد مقدم القلب~87#3598#364#85,87#3599#116#86
فقال الفاسق لا تستظلن~87#3951#4#438
فقال الفتوة تؤخذ استعمالا~41#1016#186#105
فقال الفتوة عندي ما~82#2683#164#318
فقال الفتى أحب أن~90#4531#118#546
فقال الفزاري دخل علي~87#3810#268#297
فقال الفقر حال من~41#1246#90#335
فقال الفقر سر الله~82#2524#193#159
فقال الفقر عز والمسكنة~82#2192#79#279
فقال الفقر يليق بالعبودية~82#2525#24#160
فقال الفقه على ما~44#1427#104#31
فقال الفقه ما قال~87#3510#212#444
فقال الفقير هذا والله~90#4500#259#515
فقال القائمون مع الله~41#1019#132#108
فقال القحطي إنا قد~90#4151#37#157
فقال القدوم على الله~90#4248#118#254,90#4454#46#469
فقال القدوم على من~90#4458#162#473
فقال القرظي قيل له~87#3359#124#293
فقال القوالما لي مرضت~41#1077#24#166
فقال القوالوأشد من مرضي~41#1077#44#166
فقال القوام هو العلم~87#3543#98#30
فقال الكفاية فلبس فوقها~90#4299#177#305
فقال الكفر والإيمان والدنيا~90#4020#19#26
فقال الكوفيون إن سكت~87#3188#199#122
فقال اللقاط فيه معروف~87#3964#223#451
فقال الله أكبر قال~87#3677#133#164
فقال الله أكبر وجاءني~85#2927#150#73
فقال الله الذي خلقكم~41#1332#1#422
فقال الله تبارك وتعالى~87#3903#103#390
فقال الله تعالى *~82#2373#103#8
فقال الله تعالى ألم~90#4340#22#355
فقال الله تعالى بعد~87#3737#76#224
فقال الله تعالى سبحانه~87#3430#37#364
فقال الله تعالى فقال~90#4444#0#459
فقال الله تعالى في~87#3600#327#87
فقال الله تعالى لهم~82#2246#16#333
فقال الله تعالى هكذا~90#4251#30#257
فقال الله تعالى وإبراهيم~87#3449#132#383
فقال الله تعالى وإني~21#204#102#172
فقال الله تعالى وما~87#3414#125#348
فقال الله جل وعز~3#89#12#214
فقال الله عز وجل~58#1626#72#27,30#361#263#21,87#3836#260#323,87#3935#430#422,90#4354#161#369,90#4354#212#369,90#4447#107#462
فقال الله نور السماوات~82#2414#82#49
فقال الله واحدفقيل له~90#4022#59#28
فقال الله ورسوله أعلم~87#3318#142#252
فقال الله ورسولهوعلم الشريعة~53#1546#13#402
فقال اللهم أكرمنا ولاتهنا~87#3206#112#140
فقال اللهم إن قوما~87#3627#296#114
فقال اللهم إن كان~87#3774#293#261
فقال اللهم إن كانوا~54#1549#58#55
فقال اللهم إني عبدك~87#3087#223#21
فقال اللهم خر لهوحكي~90#4410#202#425
فقال اللهم غفرا اسالونى~1#15#85#95
فقال اللهم نعم في~87#3744#299#231
فقال المأمون وأين هذا~87#3876#179#363
فقال المؤذن لا أدري~90#4536#207#551
فقال المؤذن مؤتمن وفي~87#3869#181#356
فقال المؤمن كذي قلبين~87#3466#58#400
فقال المؤمن يجزى بسيئته~87#3244#193#178
فقال المتكلمون ثلاثة أصحاب~87#3327#177#261
فقال المجوسي إذا أسلمت~90#4256#49#262
فقال المحبة إذا ظهرت~41#1291#146#380
فقال المحبة تمتزج لأقوام~82#2356#123#443
فقال المحبة ليست من~41#996#49#85
فقال المخنث الذي دفنتموني~90#4259#35#265
فقال المدني فكيف وما~90#4389#28#404
فقال المدني ليهن أم~87#3830#293#317
فقال المريد إني عنه~87#3628#86#115
فقال المريد الذي لا~41#1182#27#271
فقال المريد المتدبر والمراد~36#425#151#329
فقال المريد تتولاه سياسة~90#4340#92#355
فقال المريد طالب والعارف~41#1219#4#308
فقال المريد في تعب~41#1279#179#368
فقال المستمع بين استتار~45#1479#23#353
فقال المسكين ترك حاله~87#3232#131#166,87#3810#211#297
فقال المسلمون شركاء في~87#3998#452#485
فقال المضطر الذي يقف~87#3522#126#9
فقال المطالب نفسه بالإخلاصقال~41#1019#6#108
فقال المعرفة اسم, ومعناه~90#4015#146#21
فقال المعرفة لقوله جل~90#4014#173#20
فقال المكاتب عبد ما~90#4357#167#372
فقال الملك لبطرس ايه~77#1871#59#62
فقال المنكر أبدا منكر~87#3366#456#300
فقال المهاجر من هجر~87#3430#143#364
فقال الموافقة في جميع~41#1061#78#150
فقال الناس في محبة~87#3646#397#133
فقال الناس لعلي رضي~42#1339#35#4
فقال الناس يموتون من~90#4159#86#165
فقال النبى دعنا يا~45#1474#120#348
فقال النبى صلى الله~46#1495#108#67
فقال النبى ما خلفت~25#256#80#31
فقال النبي (ص) (إن~44#1453#58#57
فقال النبي «أحسنت، لا~43#1393#77#80
فقال النبي «انظروا إلى~43#1398#76#89
فقال النبي أنت منهموأبو~39#759#41#78
فقال النبي انظروا إلى~42#1343#216#8
فقال النبي صلى الله~82#2307#166#394,87#3424#308#358,87#3424#392#358,87#3424#412#358,87#3447#356#381,87#3532#55#19,87#3546#142#33,87#3546#471#33,87#3556#1#43,87#3854#328#341,87#3907#534#394,87#3944#157#431,87#3992#297#479
فقال النبي لا تلعنه~41#1059#61#148
فقال النبي مؤمن نور~25#262#14#37
فقال النبي وما حقيقة~25#261#114#36
فقال النصراباذي أنا أقول~90#4503#171#518
فقال النظر إلى الدنيا~41#1086#78#175,90#4082#3#88
فقال النظر والاستماع بالحرام~90#4214#4#220
فقال النور فلا ينبغي~82#2349#30#436
فقال الهمة الهمة فإنها~41#1266#76#355
فقال الهندي الدواء الذي~87#3798#201#285
فقال الولي من أيد~82#2220#189#307
فقال الى الظفر بنفوسهم~13#156#107#62
فقال اليقين سكونك عند~90#4314#27#320
فقال اليهودي صدقت ولكنكم~87#3886#277#373
فقال اما كفاكم ما~52#1539#75#53
فقال امسك عليك لسانك~37#436#19#44
فقال امض فأنت حر~90#4384#161#399
فقال املأها من الشبلي~82#2501#191#136
فقال ان تعبد الله~60#1648#200#446
فقال انا خير منه~61#1707#105#194
فقال انتم تصلون بالاستدلال~36#425#137#329
فقال انحطاطهم من الحقيقة~90#4424#59#439
فقال انزع الصوف فنزعنه~90#4375#69#390
فقال انطلق الناس إلى~46#1492#121#64
فقال انظر إلى الحجب~85#2962#24#108
فقال انظر في الدرهم~87#3997#30#484
فقال انظر لا تتقدم~82#2646#268#281
فقال انظر ما تقول~42#1341#21#6
فقال انظروا من ثم~46#1492#94#64
فقال انكم تدعون في~67#1783#111#49
فقال انه ولد بالجسد~57#1602#75#173
فقال انهه فقلت لا~87#3354#111#288
فقال اوه من أمر~82#2579#159#214
فقال اي الناس خير~46#1495#95#67
فقال بأبي أنت وأمي~87#3484#124#418
فقال بأربعمائة فقال لا~87#3952#358#439
فقال بأي شيء أدعو~87#3174#323#108
فقال بإنصاف الناس من~41#1034#132#123
فقال بئسما عملت إنه~90#4386#275#401
فقال بارك الله لك~87#3889#27#376
فقال بالبصر على فعل~90#4129#34#135
فقال بالصبر على الأوامر~41#1243#20#332
فقال بالصدق قالوا وما~87#3511#382#445
فقال بالله إن كنت~41#980#116#69
فقال بالورعووقف حسان بن~90#4232#20#238
فقال ببطن جائع وبدن~90#4051#59#57,90#4465#130#480,41#984#113#73
فقال ببغض ما أبغض~41#1178#42#267
فقال بترك المعاصي كلها~87#3603#264#90
فقال بترك المعاصي لأجل~87#3381#385#315
فقال بتوبة تحل الإصرار~81#1909#61#11
فقال بثلاث شرائط لا~90#4301#194#307
فقال بجناح اطير فقال~61#1698#111#179
فقال بحذائي شيخ واقف~90#4532#30#547
فقال بحق أقول لكم~87#3633#291#120
فقال بخير أحمد الله~87#3408#399#342
فقال بخير فأعاد عليه~87#3408#392#342
فقال بذل المجهود بين~82#2520#132#155
فقال بذلك مجهودك مع~41#1255#15#344
فقال برياضات الطباع وكشف~41#1170#137#259
فقال بسوء الظن بأنفسكم~41#1198#6#287,82#2628#173#263
فقال بشر أنا ألقاه~46#1506#133#78
فقال بشر أنا لا~46#1503#229#75
فقال بشر إذا قصر~87#3875#187#362
فقال بشر اسمع أيها~41#962#95#51
فقال بشر الحافيفقالت له~90#4043#107#49
فقال بشر فنظر بعضهم~87#3560#43#47
فقال بشر ما هذا~46#1503#188#75
فقال بشرط أن تسلم~90#4366#159#381
فقال بشرط أن لا~90#4444#15#459
فقال بصبره على بناته~87#3914#384#401
فقال بطرس أخبريني أنتي~80#1896#160#21
فقال بطرس إن كنت~80#1891#234#16
فقال بطرس الملوك والاحبار~77#1868#151#59
فقال بطرس للبواب الذي~77#1868#62#59
فقال بطرس لما يا~80#1897#19#22,80#1898#288#23
فقال بطرس لملك رومية~77#1870#79#61
فقال بطرس لها الأمم~80#1897#8#22,80#1898#277#23
فقال بطرس هو الفتى~80#1896#181#21
فقال بطرس وما هو~80#1894#75#19
فقال بعد ثم نظرت~90#4458#191#473
فقال بعد يعني أنه~90#4458#197#473
فقال بعض أصحابه لبعض~90#4085#46#91
فقال بعض أصحابه من~90#4397#46#412
فقال بعض القوم ما~90#4285#81#291
فقال بعض المشايخ لا~90#4059#150#65
فقال بعض علماء أهل~87#3374#241#308
فقال بعض من حضره~39#810#65#131
فقال بعض ولده بلى~87#3931#286#418
فقال بعضهم أسماء الله~39#720#6#39
فقال بعضهم أما أنا~87#3137#56#71
فقال بعضهم الجهاد وقال~87#3990#272#477
فقال بعضهم اللباس، وقال~44#1414#97#18
فقال بعضهم المحبة الميل~90#4472#77#487
فقال بعضهم بئس البيت~87#3941#32#428
فقال بعضهم حقيقة التوبة~87#3373#274#307
فقال بعضهم لا يجوز~39#755#137#74
فقال بعضهم لبعض انظروا~90#4444#213#459
فقال بعضهم مومن غنى~46#1495#99#67
فقال بعضهم نرتحل وقال~90#4034#109#40
فقال بعضهم ينتظر حتى~87#3866#238#353
فقال بعناه, فقلت فعلى~90#4031#39#37
فقال بعين الفناء والزوال~90#4465#164#480
فقال بفسخ العزائم وحل~87#3216#34#150
فقال بقلب مفرد فيه~81#1909#93#11
فقال بقيس بن الربيع~87#3896#73#383
فقال بقينا في طريق~90#4303#112#309
فقال بكتاب الله تعالى~87#3353#154#287
فقال بكثرة أنينهوقال سرى~90#4262#115#268
فقال بكم أخذت هذه~87#3952#353#439
فقال بكم قال بثلاثة~87#3951#376#438
فقال بل أبيت عند~82#2430#172#65
فقال بل أقول الله~82#1988#238#75
فقال بل أنا قدرت~87#3593#63#80
فقال بل أنا معز~87#3721#26#208
فقال بل تكشفون عورته~87#3885#397#372
فقال بل شيء سبق~87#3429#423#363
فقال بل عجبت ويسخرون~87#3688#94#175
فقال بل علمه أكثر~82#1969#119#56
فقال بل للظهر فقال~87#3958#16#445
فقال بل من هذه~87#3903#322#390
فقال بل واطرباه غدا~90#4454#108#469
فقال بلال أترد على~40#889#104#85
فقال بلطف لسانهم وحسن~41#1224#62#313
