وطاب من~25#248#18#23
ولا تزال~41#1301#85#391,82#2349#135#436,87#3240#664#174,87#3649#113#136,32#393#167#129
ولا تزالوقيل~82#1952#65#39
ولا تزحزحه~85#2869#181#15
ولا تزلف~87#3160#96#94
ولا تزهد~41#1144#17#233
ولا تزول~90#4294#64#300
ولا تزيد~82#2508#278#143
ولا تزيدن~87#3823#146#310
ولا تزين~87#3690#211#177
ولا تزيين~37#467#105#75
ولا تسأل~14#157#27#66,85#2908#45#54,87#3452#243#386,87#3640#94#127
ولا تسألني~85#2877#170#23,85#2883#6#29,85#2908#131#54,85#2909#34#55,85#2909#122#55,85#2930#11#76,87#3615#292#102,87#3615#372#102,90#4411#115#426
ولا تسألهم~85#2910#15#56
ولا تسألوا~87#3838#173#325
ولا تسالونى~1#15#91#95
ولا تستأذن~85#2895#25#41
ولا تستجلب~82#2652#145#287
ولا تستحقرن~87#3382#247#316
ولا تستحقها~91#4695#37#127
ولا تسترح~41#1212#113#301
ولا تستسنوا~87#3818#413#305
ولا تستصحب~85#2902#98#48
ولا تستطاع~85#2881#200#27
ولا تستطيع~41#1292#116#381,85#2902#31#48
ولا تستطيل~90#4528#237#543
ولا تستظل~87#3233#89#167,87#3233#312#167,87#3234#227#168,87#3234#450#168
ولا تستعجل~87#3526#394#13
ولا تستعيذ~90#4330#33#344
ولا تستغنى~2#57#15#55
ولا تستفتح~82#2316#175#403
ولا تستقر~85#2920#7#66,86#3069#79#215,35#420#10#215
ولا تستقرك~85#2994#127#140
ولا تستقل~82#1966#160#53,85#2984#53#130
ولا تستقيم~85#2880#106#26
ولا تستكثر~80#1893#218#18
ولا تستكين~85#2994#124#140
ولا تستوي~82#2584#129#219
ولا تستيقظي~86#3067#161#213
ولا تسخطه~17#173#5#193
ولا تسقط~82#2064#108#151,87#3588#40#75,87#3588#393#75
ولا تسقمون~87#3551#159#38
ولا تسقي~82#1974#121#61
ولا تسكن~82#2169#82#256,82#2221#234#308,82#2396#178#31,82#2475#70#110,84#2850#253#3,35#420#5#215,90#4247#125#253,2#62#105#60
ولا تسل~7#126#280#15,82#2222#2#309
ولا تسلط~87#3087#471#21
ولا تسلطها~87#3092#335#26
ولا تسلك~85#2992#175#138,87#3329#123#263
ولا تسليمه~87#3673#125#160,87#3864#331#351
ولا تسمع~82#2462#60#97,85#2879#68#25,25#315#100#90
ولا تسمعني~87#3179#100#113
ولا تسمعها~86#3016#152#162
ولا تسمى~90#4505#232#520
ولا تسود~87#3665#64#152
ولا تسوقها~91#4610#4#42
ولا تسيء~87#3087#451#21
ولا تشاوره~85#2902#73#48
ولا تشبع~37#558#90#167
ولا تشبهوا~87#3818#396#305
ولا تشبيه~87#3649#195#136,87#3650#195#137
ولا تشتبه~87#3088#412#22
ولا تشترن~40#886#20#82
ولا تشتروا~82#2091#126#178,82#2286#128#373
ولا تشتغل~82#2593#82#228
ولا تشدد~86#3051#129#197
ولا تشرب~87#3233#87#167,87#3234#225#168,87#3829#4#316,87#3829#26#316,2#56#56#54
ولا تشرك~82#2662#94#297,87#3408#199#342
ولا تشركوا~82#2059#177#146,87#3256#373#190
ولا تشعر~82#2017#89#104,82#2450#100#85
ولا تشغلنا~82#1952#135#39
ولا تشغلني~82#2551#241#186
ولا تشك~38#604#0#55
ولا تشكر~87#3848#374#335
ولا تشكرني~87#3418#233#352
ولا تشهد~82#2396#175#31
ولا تشهدني~85#2971#126#117
ولا تشهده~41#1143#111#232,87#3522#29#9
ولا تشوب~91#4630#13#62
ولا تشوبه~91#4684#32#116
ولا تصبحن~87#3715#199#202
ولا تصبر~25#248#109#23
ولا تصح~82#2193#178#280,82#2433#197#68,82#2433#209#68,82#2741#59#376,26#324#7#13,87#3372#198#306,87#3384#86#318,87#3608#304#95,87#3810#37#297,87#3953#326#440,90#4241#155#247,38#648#0#113,39#751#144#70,39#827#132#148
ولا تصحب~87#3876#62#363,87#3907#142#394,2#78#28#76,2#78#48#76
ولا تصحبني~87#3582#324#69
ولا تصحبه,~90#4446#53#461
ولا تصر~43#1378#65#56
ولا تصرن~38#661#41#130
ولا تصره~42#1339#135#4
ولا تصريد~87#3214#104#148
ولا تصغر~87#3619#49#106
ولا تصل~2#24#37#22,2#50#59#48
ولا تصلح~81#1908#137#10,85#2865#138#11,87#3214#158#148
ولا تصلحونهموقال~82#2696#75#331
ولا تصلوا~87#3984#78#471
ولا تصلين~87#3951#9#438
ولا تصنع~87#3459#305#393,87#3690#213#177
ولا تصوم~90#4030#66#36
ولا تصوير~60#1657#168#455,90#4448#175#463
ولا تصوير,~90#4015#104#21
ولا تصيب~85#2885#142#31
ولا تضاد~50#1529#85#110,87#3735#229#222
ولا تضارون~27#334#29#32
ولا تضبط~87#3844#73#331
ولا تضرب~87#3246#143#180,87#3728#96#215,91#4687#57#119
ولا تضرك~37#509#121#118
ولا تضره~37#500#97#109
ولا تضع~91#4584#85#16,39#717#173#36
ولا تضعه~82#2281#158#368
ولا تضعي~43#1392#52#79
ولا تضلني~87#3197#38#131
ولا تضيع~41#1132#100#221,41#1252#94#341
ولا تضيعن~38#663#42#132
ولا تضيعوها~87#3221#371#155
ولا تضيق~87#3562#2#49
ولا تطالب~82#2137#197#224
ولا تطالبه~38#669#28#142
ولا تطالبهم~49#1519#138#379
ولا تطالبهن~40#883#23#79
ولا تطالع~85#2914#112#60
ولا تطبق~87#3958#379#445
ولا تطرد~49#1519#42#379,82#2112#59#199,82#2113#69#200,87#3098#160#32,90#4336#6#351
ولا تطرف~85#2897#127#43
ولا تطع~8#137#106#28,82#2322#185#409,87#3228#218#162,87#3228#464#162,87#3491#87#425,87#3875#311#362,87#3880#105#367,87#3904#12#391,90#4570#20#585,38#664#31#133,39#726#131#45
ولا تطعمهما~87#3763#184#250
ولا تطعمون~87#3987#225#474
ولا تطغوا~82#2359#210#446,87#3954#103#441
ولا تطفأ~90#4266#142#272
ولا تطلب~82#2775#157#410,85#2992#86#138,87#3226#52#160,87#3500#154#434,37#453#10#61
ولا تطلبن~30#349#189#9,37#511#165#120
ولا تطلبه~82#2072#120#159
ولا تطلبوا~82#2640#212#275
ولا تطلعه~87#3876#67#363
ولا تطلعي~86#3069#162#215
ولا تطلقوا~87#3922#162#409
ولا تطمئن~87#3521#396#8
ولا تطمع~81#1905#3#7,82#2741#99#376,2#49#88#47,41#951#113#40,41#951#120#40,41#951#129#40,41#951#137#40,41#951#145#40,41#951#154#40,41#951#163#40,41#951#173#40,41#951#180#40,41#951#189#40,41#951#197#40,41#951#205#40,41#951#213#40
ولا تطيب~90#4409#56#424
ولا تطيعهم~79#1885#235#6
ولا تطيق~22#218#186#189
ولا تظاهرا~87#3723#507#210
ولا تظلمون~87#3982#189#469
ولا تظله~41#1291#110#380,90#4428#130#443
ولا تظهر~82#2675#37#310,87#3625#330#112
ولا تظهرن~87#3715#202#202
ولا تظهره~87#3884#285#371
ولا تعارض~87#3660#153#147,90#4366#75#381
ولا تعارضه~82#2704#82#339
ولا تعاشر~40#859#19#55
ولا تعال~87#3962#264#449
ولا تعاملهم~41#1060#165#149
ولا تعاونوا~82#2081#108#168,82#2081#156#168
ولا تعب~25#299#12#74,87#3520#44#7
ولا تعبت~41#1300#60#390
ولا تعبد~82#1965#235#52,90#4049#58#55
ولا تعبر~85#2984#165#130
ولا تعتدوا~82#2097#148#184
ولا تعتذر~90#4367#10#382
ولا تعتزل~84#2853#391#6
ولا تعتصم~82#2030#39#117
ولا تعتقدن~38#664#16#133
ولا تعتمد~82#2231#58#318,82#2373#204#8
ولا تعجب~82#2212#129#299
ولا تعجبك~87#3252#294#186
ولا تعجل~41#949#228#38
ولا تعجله~91#4646#35#78
ولا تعد~46#1503#128#75,15#165#92#76,82#2322#122#409,34#413#109#107,90#4520#3#535
ولا تعده~87#3877#38#364
ولا تعديه~91#4646#32#78
ولا تعرض~87#3697#74#184
ولا تعرف~82#2448#82#83,86#3023#174#169,87#3901#139#388
ولا تعرفكموقف~85#2927#57#73
ولا تعرفموقف~85#2921#25#67
ولا تعرفني~85#2921#76#67
ولا تعرفه~82#2294#49#381
ولا تعرى~41#1277#40#366,82#2364#144#451,82#2364#187#451,82#2365#16#452
ولا تعسر~87#3562#52#49
ولا تعسرا~87#3435#185#369
ولا تعسروا~87#3433#147#367
ولا تعصب~1#13#2#93
ولا تعصي~82#2741#103#376
ولا تعصين~87#3205#13#139,87#3889#326#376
ولا تعضدك~85#2909#103#55
ولا تعط~41#1048#114#137
ولا تعطى~85#2901#141#47
ولا تعطيل~90#4013#41#19
ولا تعطين~87#3896#253#383
ولا تعظهم~87#3363#273#297
ولا تعظيما~83#2834#22#63
ولا تعقب~85#2883#23#29,85#2883#26#29,85#2884#7#30
ولا تعقد~85#2930#117#76
ولا تعقل~3#93#72#218
ولا تعلق~90#4304#44#310
ولا تعلقه~85#2984#160#130
ولا تعلم~69#1802#102#17,86#3007#39#153,32#382#181#118,87#3907#232#394
ولا تعمد~87#3797#6#284
ولا تعمروها~87#3492#21#426
ولا تعمل~43#1406#112#102,82#2741#95#376,87#3294#20#228,2#55#90#53,37#568#60#177,41#958#9#47
ولا تعملون~82#2218#126#305,82#2218#157#305,82#2218#204#305,25#275#86#50,37#558#49#167
ولا تعوقه~91#4667#29#99
ولا تعيبه~87#3581#267#68
ولا تعينه~39#715#49#34
ولا تعيها~44#1469#37#73
ولا تغالبيه~37#522#48#131
ولا تغب~85#2871#31#17
ولا تغتابن~52#1536#195#50,87#3889#315#376
ولا تغتر~60#1677#60#475,90#4251#99#257,90#4251#111#257,90#4251#125#257
ولا تغتروا~87#3437#297#371
ولا تغتم~49#1515#117#375
ولا تغربي~86#3069#158#215
ولا تغضبه~82#2298#203#385
ولا تغطك~85#2927#4#73
ولا تغفل~82#2351#29#438,2#40#14#38,37#562#56#171
ولا تغفلن~87#3387#293#321
ولا تغفلوا~82#2051#77#138
ولا تغلب~85#2885#101#31
ولا تغيبون~82#2051#39#138
ولا تغيير~82#2040#259#127
ولا تفارقه~82#2593#194#228
ولا تفاوت~82#2052#215#139
ولا تفتر~85#2880#61#26
ولا تفتيش~67#1780#17#46,87#3320#19#254,87#3861#113#348
ولا تفدح~65#1747#74#169
ولا تفر~82#2056#35#143
ولا تفرح~41#1034#44#123,44#1416#129#20,44#1431#106#35,85#2994#115#140,90#4066#124#72,37#559#14#168,38#602#0#52
ولا تفرحوا~82#2677#9#312,82#2677#49#312,82#2677#120#312,87#3482#359#416,87#3567#357#54,87#3567#891#54,90#4234#115#240
ولا تفرغ~82#2015#4#102,85#2983#169#129
ولا تفرق~85#2912#39#58
ولا تفرقوا~82#2030#28#117,82#2031#30#118,87#3872#98#359
ولا تفزعك~86#3027#105#173
ولا تفشين~52#1536#199#50
ولا تفصيلها~87#3610#61#97
ولا تفضحني~82#2443#23#78
ولا تفعل~87#3083#396#17,87#3093#176#27
ولا تفعله~87#3808#259#295
ولا تفقد~86#3021#113#167
ولا تفقده~25#311#113#86
ولا تفقدوه~87#3480#229#414
ولا تفقه~86#3021#106#167
ولا تفكروا~41#1157#36#246
ولا تفي~82#2150#183#237
ولا تقابله~90#4017#22#23
ولا تقاربه~9#140#219#34
ولا تقارنه~10#146#51#44
ولا تقاس~82#2794#182#429
ولا تقاطعوا~87#3886#93#373,87#3896#294#383
ولا تقال~87#3445#126#379
ولا تقاويها~91#4623#36#55
ولا تقبضهما~38#657#91#122
ولا تقبل~82#2005#190#92,82#2263#160#350,82#2679#55#314,87#3896#249#383,34#412#141#106
ولا تقبلها~38#663#2#132
ولا تقبلوا~41#1127#55#216
ولا تقتبس~85#2984#128#130
ولا تقتله~85#2929#164#75
ولا تقتلوا~82#2057#157#144,82#2057#169#144,82#2057#199#144,87#3490#91#424,87#3986#76#473,37#588#144#197
ولا تقدر~87#3261#260#195
ولا تقدم~50#1529#124#110
ولا تقدمني~87#3091#124#25,87#3091#345#25
ولا تقدير~22#220#91#191
ولا تقر~19#182#192#147,87#3135#227#69,41#957#40#46
ولا تقربا~82#1969#230#56,82#2136#198#223,37#463#49#71
ولا تقربوا~82#2129#104#216
ولا تقصد~32#386#155#122
ولا تقصر~87#3685#176#172,87#3776#256#263
ولا تقصيرومعناه~39#812#118#133
ولا تقضوا~87#3337#93#271
ولا تقطع~82#1981#61#68,82#2129#52#216,87#3884#290#371,91#4598#4#30,40#927#6#123
ولا تقطعه~87#3949#33#436
ولا تقطعوه~87#3880#149#367
ولا تقع~82#2542#22#177
ولا تقعد~85#2928#126#74,87#3184#192#118,87#3776#263#263
ولا تقعدن~87#3949#403#436
ولا تقف~16#168#52#107,82#2300#202#387,82#2301#23#388,85#2879#165#25,86#3022#110#168,86#3031#49#177,87#3303#322#237,87#3521#390#8,30#363#4#23,91#4610#7#42,91#4630#17#62
ولا تقفها~85#2891#16#37
ولا تقل~85#2855#166#1,90#4376#69#391,37#570#100#179
ولا تقنط~38#601#42#51
ولا تقنع~38#662#6#131
ولا تقول~67#1766#167#32,82#2004#87#91,87#3530#60#17,30#363#190#23
ولا تقولن~82#2321#62#408,82#2321#99#408,87#3741#141#228,37#564#34#173
ولا تقولوا~82#1981#77#68,82#2071#13#158
ولا تقوم~85#2917#103#63,86#3016#148#162,87#3716#58#203,87#3932#248#419,37#570#76#179
ولا تقوى~82#2605#251#240,87#3214#14#148,87#3214#311#148,28#339#143#36
ولا تك~2#55#2#53
ولا تكاد~85#2931#104#77,87#3934#309#421
ولا تكافئن~38#662#37#131
ولا تكافيه~2#47#68#45
ولا تكبر~82#2306#273#393
ولا تكتسبها~82#2692#91#327
ولا تكتم~76#1857#44#221,2#76#36#74
ولا تكتمونه~7#124#69#13,87#3295#78#229,87#3314#225#248
ولا تكدره~91#4667#44#99
ولا تكذبوهم~87#3747#95#234
ولا تكذيبا~30#365#85#25
ولا تكره~30#372#114#32,30#372#132#32,37#445#13#53
ولا تكسب~82#2131#78#218
ولا تكشفن~38#661#35#130
ولا تكشفها~82#2063#171#150
ولا تكفر~2#48#3#46
ولا تكفرون~58#1605#117#6,87#3225#220#159,87#3406#391#340
ولا تكلفه~87#3928#160#415
ولا تكلفوهم~40#884#46#80
ولا تكلم~87#3125#355#59,87#3160#93#94,87#3332#2#266
ولا تكلموا~87#3725#333#212
ولا تكلني~82#1958#71#45,87#3085#216#19,87#3092#284#26
ولا تكليف~87#3780#192#267,90#4185#130#191
ولا تكن~41#1189#120#278,41#1208#8#297,82#2166#3#253,82#2175#5#262,82#2350#154#437,82#2711#136#346,82#2711#251#346,85#2957#171#103,86#3026#128#172,86#3026#156#172,86#3026#170#172,86#3026#184#172,86#3027#8#173,87#3098#198#32,87#3618#308#105,87#3673#321#160,87#3948#71#435,2#41#55#39,37#509#159#118,38#606#7#58
ولا تكون~6#117#258#4,82#2097#87#184,82#2136#173#223,82#2349#205#436,82#2561#2#196,82#2612#136#247,82#2723#211#358,87#3387#332#321,87#3479#334#413,87#3523#140#10,87#3535#347#22,87#3681#296#168,32#385#196#121,90#4506#62#521,2#57#5#55,2#57#10#55,39#790#109#109,41#976#171#65
ولا تكونن~82#2223#50#310,82#2223#64#310,30#353#247#13
ولا تكوننا~82#2310#26#397
ولا تكونوا~82#2057#11#144,82#2086#51#173,82#2176#79#263,82#2176#133#263,82#2686#3#321,82#2686#171#321,87#3214#325#148,87#3309#172#243,87#3688#47#175,87#3874#44#361,90#4341#110#356
ولا تكييف~87#3650#193#137,87#3654#396#141,90#4448#173#463
ولا تكييف,~90#4015#102#21
ولا تلبس~87#3496#359#430
ولا تلبسي~60#1674#112#472
ولا تلتزم~85#2992#102#138
ولا تلتفت~82#2508#274#143,85#2978#11#124,85#2978#17#124,85#2982#115#128,2#30#53#28
ولا تلحظ~91#4644#28#76
ولا تلذ~82#2601#58#236
ولا تلق~85#2861#70#7,87#3963#258#450
ولا تلقني~85#2866#12#12
ولا تلقه~41#1168#139#257,87#3503#244#437,87#3836#154#323,90#4421#57#436
ولا تلقوا~69#1795#139#10
ولا تلميذ~61#1701#103#182
ولا تلوم~82#2316#182#403
ولا تلوين~90#4185#118#191
ولا تليت~39#722#182#41
ولا تليق~10#146#178#44,87#3214#162#148
ولا تلين~44#1468#229#72
ولا تماد~25#245#79#20
ولا تمار~38#613#23#73
ولا تمارون~27#334#49#32
ولا تمارين~87#3204#390#138
ولا تمازحه~87#3877#36#364
ولا تمثيل~60#1657#166#455,90#4015#106#21
ولا تمثيل]~90#4448#177#463
ولا تمد~41#1302#15#392,85#2984#227#130
ولا تمدن~49#1515#84#375,82#2366#106#453,82#2366#146#453,25#255#19#30
ولا تمزق~90#4499#46#514
ولا تمسكها~82#2396#159#31
ولا تمسكوا~82#2689#88#324
ولا تمش~82#2301#68#388,82#2301#102#388,85#2964#127#110
ولا تمض~85#2986#94#132
ولا تمضي~87#3208#122#142
ولا تمكين~82#2151#167#238
ولا تمل~37#558#92#167
ولا تملك~87#3609#64#96,87#3933#293#420
ولا تمن~82#2300#18#387
ولا تمنعه~82#2407#168#42
ولا تمنعوها~87#3333#242#267,41#949#170#38
ولا تموتن~87#3218#38#152
ولا تمويه~61#1701#109#182
ولا تميز~82#2683#278#318
ولا تميلين~2#40#56#38
ولا تمييز~61#1701#107#182
ولا تناسل~50#1529#122#110
ولا تنافرهم~87#3904#367#391
ولا تنافسوا~87#3484#53#418
ولا تنال~82#2020#142#107,37#556#78#165
ولا تنالها~87#3647#238#134
ولا تنالون~44#1468#93#72
ولا تنام~41#1301#21#391,90#4211#106#217
ولا تناموا~87#3132#242#66
ولا تنامي~86#3067#159#213
ولا تنامين~86#3068#192#214
ولا تنبيه~61#1701#111#182
ولا تنتصف~90#4366#57#381
ولا تنتظر~85#2882#108#28,85#2883#85#29,85#2883#204#29,87#3214#172#148
ولا تنتقبي~86#3068#125#214
ولا تنتهي~91#4658#0#90
ولا تنحجب~85#2994#117#140
ولا تنحل~56#1574#143#77
ولا تنخد~25#314#52#89
ولا تنزعج~82#2247#107#334,87#3718#42#205
ولا تنزعي~87#3498#119#432,87#3841#193#328
ولا تنزل~87#3233#91#167,87#3234#229#168
ولا تنس~82#2475#18#110,82#2475#48#110,85#2895#102#41,87#3255#234#189,87#3946#156#433
ولا تنسني~87#3130#346#64
ولا تنصرف~85#2994#110#140
ولا تنطق~87#3884#279#371
ولا تنطقي~87#3934#180#421
ولا تنظر~49#1515#104#375,82#2299#78#386,82#2708#237#343,85#2879#73#25,85#2994#120#140,86#3015#100#161,87#3373#96#307,87#3437#19#371,87#3500#79#434,87#3811#412#298,2#56#60#54
ولا تنظفون~87#3752#355#239
ولا تنفذ~65#1747#100#169
ولا تنفرا~87#3435#188#369
ولا تنفروا~87#3433#144#367
ولا تنفع~82#2521#170#156,82#2521#188#156,82#2635#109#270,87#3714#275#201,37#500#90#109
ولا تنفع,~90#4049#65#55
ولا تنفعك~85#2928#175#74
ولا تنفك~82#2499#68#134
ولا تنقص~82#2508#280#143,87#3799#443#286,87#3891#179#378
ولا تنقصك~25#254#107#29
ولا تنقصنا~87#3206#117#140
ولا تنقصه~87#3093#198#27
ولا تنقضوا~82#2286#86#373
ولا تنقضي~87#3156#325#90
ولا تنقطع~20#185#135#150
ولا تنقطه~87#3356#382#290
ولا تنقلب~87#3599#508#86
ولا تنكره~85#2958#73#104
ولا تنكشف~87#3377#448#311
ولا تنهون~82#2481#169#116
ولا تنهي~85#2908#123#54
ولا تني~87#3919#10#406
ولا تنيا~82#2358#33#445
ولا تهتك~49#1518#78#378,87#3092#147#26
ولا تهتم~41#975#134#64
ولا تهجره~87#3880#122#367
ولا تهجم~85#2984#120#130,39#716#68#35
ولا تهدد~87#3982#94#469
ولا تهرب~82#2352#280#439,85#2935#197#81
ولا تهم~85#2914#108#60,87#3781#442#268
ولا تهنئة~82#2527#3#162
ولا تهنوا~82#2034#24#121
ولا تهوله~82#2439#301#74
ولا تهيم~87#3781#335#268,87#3781#341#268
ولا تواخ~38#668#42#140
ولا تواري~87#3125#140#59
ولا تواليهم~87#3590#71#77
ولا توبة~25#246#23#21,87#3252#61#186
ولا توبةقوله~82#2717#54#352
