فتسامع بها~87#3682#280#169
فلا تخبأ~41#1169#3#258,87#3503#258#437
فلا تخبر~86#3066#69#212
فلا تختلس~86#3047#57#193
فلا تختلسك~86#3045#187#191
فلا تخرج~85#2865#158#11,85#2894#32#40,85#2964#107#110,85#2967#186#113,85#2967#207#113
فلا تخرجوا~87#3556#302#43
فلا تخرق~85#2900#139#46
فلا تخشوا~25#275#65#50
فلا تخشوهم~82#2082#14#169,82#2082#29#169,82#2082#67#169,87#3164#363#98
فلا تخضع~82#2751#199#386
فلا تخطفك~85#2918#165#64
فلا تخفى~82#2361#45#448,82#2687#197#322
فلا تخفي~85#2949#87#95
فلا تخلطوه~41#1182#109#271,90#4113#74#119
فلا تخلفه~2#46#47#44
فلا تدري~41#1145#171#234,87#3343#401#277
فلا تدع~87#3263#63#197,41#948#185#37
فلا تدعني~86#3059#21#205
فلا تدعه~87#3880#91#367
فلا تدعوا~87#3198#228#132
فلا تدل~85#2929#57#75
فلا تدهشين~86#3070#118#216
فلا تذكر~87#3583#326#70,87#3716#256#203
فلا تذكره~85#2937#6#83
فلا تذمه~90#4286#140#292
فلا تذهب~86#3022#29#168
فلا تراني~86#3066#82#212
فلا تراه~41#1213#96#302
فلا ترتقوا~82#2059#38#146
فلا ترجعوا~82#1970#201#57
فلا ترد~86#3025#137#171,37#525#60#134
فلا تردده~86#3062#208#208
فلا ترسل~83#2821#151#50
فلا ترض~85#2928#57#74,38#685#39#166
فلا ترضك~86#3035#92#181
فلا تركن~82#2065#137#152,86#3024#164#170
فلا تروعك~86#3027#101#173
فلا ترى~41#1278#65#367,82#2483#215#118,85#2904#91#50,85#2904#101#50,87#3378#319#312,91#4613#67#45
فلا تريد~87#3977#160#464
فلا تزال~85#2932#121#78,90#4192#32#198,2#63#79#61
فلا تزايله~82#2069#101#156
فلا تزكوا~82#2652#162#287,82#2652#193#287,87#3208#46#142,87#3390#294#324,87#3390#388#324,87#3740#190#227
فلا تزل~85#2967#45#113
فلا تزوجوه~87#3927#425#414
فلا تسألن~82#2232#18#319,87#3452#310#386
فلا تسألني~82#2328#225#415,82#2328#266#415,82#2328#292#415,85#2898#40#44
فلا تسأله~87#3346#184#280,87#3409#7#343,87#3896#204#383
فلا تسؤهمقال~41#1056#122#145
فلا تسئلني~87#3165#352#99
فلا تساو~86#3051#114#197
فلا تسبحني~85#2926#133#72
فلا تسبق~86#3065#165#211
فلا تستجيب~90#4548#32#563
فلا تستحيل~71#1827#5#136
فلا تستدل~85#2955#189#101
فلا تستطيعك~85#2890#129#36
فلا تستعجلون~82#2371#174#6,82#2371#194#6
فلا تستعجلوه~82#2275#12#362,82#2275#102#362,87#3218#78#152
فلا تستعلم~85#2960#46#106
فلا تستعمل~25#281#27#56
فلا تستقر~83#2832#189#61
فلا تستكين~86#3051#125#197
فلا تستولي~86#3065#172#211
فلا تسكن~86#3002#189#148,87#3243#362#177,87#3243#514#177
فلا تسمع~82#2300#242#387,82#2361#112#448,82#2580#145#215,85#2950#52#96,86#3024#170#170,87#3243#335#177,87#3243#487#177,90#4240#5#246
فلا تسمو~90#4299#37#305
فلا تشاء~82#2741#91#376
فلا تشاهدها~39#801#211#122
فلا تشبهني~86#3066#75#212
فلا تشتغل~41#1061#7#150,90#4079#84#85
فلا تشدد~87#3365#252#299
فلا تشركوا~87#3247#28#181
فلا تشريف~90#4185#128#191
فلا تشعر~37#478#85#86
فلا تشغلنك~82#2203#47#290
فلا تشغله~82#2300#230#387,82#2301#2#388
فلا تشغلها~82#2300#236#387
فلا تشغلهم~82#2418#90#53,82#2418#114#53
فلا تشكني~87#3811#427#298
فلا تشكوا~87#3860#280#347,87#3960#25#447
فلا تشهد~82#2329#165#416,82#2514#218#149
فلا تصبحني~90#4444#299#459
فلا تصح~87#3878#87#365
فلا تصحب~87#3892#84#379
فلا تصحبن~87#3894#296#381,87#3904#66#391
فلا تصحبه~87#3874#24#361,87#3886#7#373,90#4444#29#459
فلا تصفني~85#2922#15#68
فلا تصلوا~87#3183#382#117
فلا تصمد~86#3051#45#197
فلا تصوفوقال~41#1266#49#355
فلا تضر~87#3770#169#257
فلا تضربوا~82#2282#218#369,82#2282#240#369,82#2283#4#370,82#2283#25#370,87#3247#243#181,87#3247#346#181,87#3728#147#215
فلا تضره~87#3619#115#106,87#3770#183#257,90#4286#130#292
فلا تضعفن~37#579#0#188
فلا تضيعها~37#581#171#190
فلا تضيعوا~82#2081#148#168
فلا تطلب~86#3006#95#152
فلا تطلبن~37#512#13#121
فلا تطلبوها~87#3806#13#293
فلا تطمئن~87#3135#171#69
فلا تطمع~87#3601#58#88
فلا تطيف~86#3066#87#212
فلا تظلم~30#366#147#26,30#366#181#26
فلا تظلموا~82#2186#244#273
فلا تظن~80#1891#107#16
فلا تظنوا~80#1889#61#14
فلا تظني~90#4479#52#494
فلا تظهر~2#25#30#23
فلا تظهرني~86#3051#80#197
فلا تظهرها~82#2063#169#150
فلا تعاتب~87#3439#115#373
فلا تعاتبه~87#3907#28#394
فلا تعاقب~82#2450#87#85
فلا تعاليني~86#3051#103#197
فلا تعاملهم~87#3243#348#177,87#3243#500#177
فلا تعاملهمقال~41#1021#134#110
فلا تعتمد~82#2499#263#134
فلا تعجب~25#318#93#93
فلا تعجبك~82#2191#125#278,82#2191#142#278,87#3252#227#186,87#3532#431#19
فلا تعجز~41#1130#32#219
فلا تعجل~2#32#19#30
فلا تعجلوا~87#3153#359#87
فلا تعذبني~90#4041#70#47,41#965#107#54
فلا تعرض~39#802#48#123
فلا تعرضها~87#3221#98#155
فلا تعرف~69#1802#98#17,86#3066#53#212
فلا تعرفني~85#2922#50#68
فلا تعصه~85#2929#157#75
فلا تعصوبإسناده~41#961#17#50
فلا تعطه~90#4302#12#308
فلا تعطوه~87#3191#364#125
فلا تعلم~82#2503#158#138,25#297#110#72,87#3077#133#11,87#3135#182#69,87#3199#48#133,87#3254#159#188,87#3254#205#188,87#3468#278#402,87#3474#254#408,87#3577#120#64,3#98#86#223
فلا تعمل~87#3805#434#292,2#56#45#54
فلا تغتر~82#2551#219#186
فلا تغتروا~90#4052#194#58,39#838#116#159
فلا تغتمى~80#1898#224#23
فلا تغرك~2#30#26#28
فلا تغرنك~28#339#135#36
فلا تغرنكم~46#1484#248#56,82#2499#226#134
فلا تغشى~86#3025#69#171
فلا تغضب~82#2329#157#416,25#243#60#18,85#2928#11#74
فلا تغفل~37#558#78#167
فلا تغلب~82#2391#150#26
فلا تغلبن~37#473#89#81
فلا تغمه~90#4286#135#292
فلا تغيير~82#2563#157#198
فلا تفارق~85#2899#91#45,85#2901#47#47,37#441#16#49
فلا تفارقه~41#1024#21#113,37#524#150#133
فلا تفتح~86#3062#138#208,86#3062#170#208
فلا تفرح~2#30#47#28
فلا تفشوه~87#3451#117#385,87#3452#197#386
فلا تفنها~41#1211#96#300
فلا تقاطعه~40#866#92#62
فلا تقبل~87#3445#123#379
فلا تقبلن~37#512#19#121
فلا تقبلي~37#522#50#131
فلا تقتضي~87#3664#68#151
فلا تقدر~87#3718#57#205
فلا تقدموا~87#3556#293#43
فلا تقربن~90#4077#83#83
فلا تقربوها~82#2055#99#142
فلا تقطعه~2#47#64#45
فلا تقعد~87#3621#25#108,87#3805#405#292
فلا تقف~85#2964#81#110
فلا تقل~87#3753#47#240,87#3823#207#310
فلا تقلب~87#3933#306#420
فلا تقهر~82#2768#30#403
فلا تقهرهم~82#2768#74#403
فلا تقوم~87#3191#174#125
فلا تكتب~90#4549#95#564
فلا تكترث~87#3204#164#138
فلا تكشفوه~87#3452#209#386
فلا تكفرها~87#3764#193#251
فلا تكلف~87#3875#379#362
فلا تكن~82#2014#74#101,82#2014#96#101,2#59#72#57
فلا تكون~2#24#71#22,39#798#320#119
فلا تكونن~37#573#54#182
فلا تلتفت~41#1274#47#363,82#2593#78#228,90#4139#55#145
فلا تلتفتوا~82#2255#43#342
فلا تلحن~87#3823#131#310
فلا تلعبوا~87#3511#275#445
فلا تلقني~85#2947#46#93
فلا تلمني~30#354#124#14
فلا تلوموني~82#2256#157#343
فلا تمتاز~87#3954#141#441
فلا تمحو~86#3034#125#180
فلا تمده~85#2929#116#75
فلا تمسكه~85#2929#112#75
فلا تمكن~37#510#11#119
فلا تمكين~90#4185#114#191
فلا تمل~85#2984#223#130,86#3059#57#205
فلا تملك~83#2827#38#56
فلا تملكها~87#3221#78#155
فلا تمنع~87#3503#254#437
فلا تموت~85#2986#112#132
فلا تميز~41#1216#120#305,87#3790#263#277
فلا تميلوا~82#2076#63#163,87#3921#42#408
فلا تنازعني~86#3055#178#201
فلا تنازعه~87#3374#226#308
فلا تنتبه~87#3132#270#66
فلا تنتفع~90#4488#46#503
فلا تنزع~30#350#117#10
فلا تنس~90#4460#73#475
فلا تنسى~82#2754#123#389,82#2754#175#389
فلا تنطق~87#3196#68#130
فلا تنطلقوا~80#1893#153#18
فلا تنظر~41#1191#58#280,82#2349#224#436,85#2858#159#4,85#2892#16#38,86#3013#176#159
فلا تنعم~85#2871#43#17
فلا تنفرها~2#59#9#57
فلا تنفق~85#2930#125#76
فلا تنقطع~85#2986#82#132
فلا تنكحوه~87#3921#421#408
فلا تنكرن~87#3628#387#115,87#3635#75#122,40#927#148#123
فلا تنكرني~86#3053#75#199
فلا تنم~87#3132#256#66,90#4546#47#561
فلا تنهر~82#2768#34#403,82#2768#95#403
فلا تنهرهم~82#2768#83#403
فلا تهجرني~61#1706#154#193
فلا تهلكني~79#1887#86#10
فلا توار~86#3051#110#197
فلا توحدني~86#3051#98#197
فلا توحيد~90#4431#97#446
فلا توقع~37#511#140#120
فلا ثم~87#3969#119#456
فلا ثمرة~87#3739#190#226
فلا جمع~27#336#130#34
فلا جمعة~87#3190#281#124,87#3190#313#124
فلا جناح~72#1846#86#164,87#3932#271#419,37#490#106#99
فلا جهاد~2#37#26#35
فلا جهل~19#181#98#146,82#1941#46#28,24#228#47#138
فلا حاجة~44#1432#124#36,70#1814#149#61,87#3315#177#249,87#3567#1293#54,87#3802#168#289,87#3802#249#289
فلا حب~85#2912#93#58
فلا حجاب~86#3014#175#160
فلا حد~90#4185#48#191
فلا حرج~87#3834#25#321
فلا حرمة~2#52#45#50,2#52#73#50
فلا حساب~86#3001#34#147
فلا حظ~37#516#68#125
فلا حمد~56#1590#27#93
فلا حول~87#3421#385#355
فلا حياة~41#1248#26#337,90#4102#91#108
فلا خروج~86#3071#156#217
فلا خطاب~82#2227#159#314
فلا خلق~2#28#15#26
فلا خوف~82#2111#89#198,82#2111#101#198,82#2141#138#228,38#660#11#128
فلا خير~90#4428#27#443,90#4533#205#548
فلا دليل~61#1691#131#163,85#2923#24#69
فلا راد~81#1905#108#7,82#2223#231#310,82#2232#39#319,87#3284#330#218,87#3520#394#7,37#584#181#193
فلا رجعة~37#578#101#187
فلا رجل~87#3972#350#459
فلا رضا~82#2425#241#60
فلا رفث~87#3703#376#190
فلا روع~86#3001#43#147
فلا زلت~41#1050#124#139,17#172#142#192,39#797#314#117,39#797#356#117
فلا زهدوقال~90#4236#73#242
فلا زيادة~82#2692#132#327
فلا زينة~87#3739#183#226
فلا ساعة~87#3370#382#304
فلا سبيل~67#1764#183#30,37#526#85#135
فلا سترة~85#2942#41#88
فلا سمع~40#922#67#118
فلا سوء~82#2576#172#211
فلا شئ~87#3195#269#129
فلا شاهد~82#2004#180#91,39#815#8#136
فلا شخص~90#4251#129#257
فلا شراء~82#2200#185#287
فلا شفاعة~87#3642#339#129
فلا شك~82#2651#141#286,2#50#128#48,2#50#170#48
فلا شكرا~86#3052#116#198
فلا شهادة~87#3642#344#129,87#3943#204#430
فلا شىء~2#54#52#52
فلا شيء~82#2595#42#230,82#2743#110#378,85#2858#5#4,87#3115#236#49,87#3195#414#129,87#3196#14#130,87#3703#288#190,87#3837#306#324,90#4505#41#520
فلا شيءوقال~41#1264#152#353
فلا صدق~87#3679#304#166
فلا صفة~9#138#152#32,82#2268#118#355
فلا صلاة~87#3111#99#45,87#3674#155#161
فلا صوم~87#3199#351#133
فلا ضحك~85#2894#111#40
فلا طاعة~52#1539#157#53
فلا طريق~62#1719#101#71,82#2521#225#156
فلا عافية~85#2904#50#50
فلا عذاب~82#2302#199#389
فلا عذر~25#315#110#90
فلا عز~82#2694#132#329
فلا عقل~43#1405#48#101
فلا علم~19#181#94#146,82#1941#42#28,24#228#43#138,90#4158#157#164,90#4240#144#246
فلا علمه~86#3064#107#210
فلا علمها~85#2866#34#12
فلا على~85#2924#7#70
فلا عليك~87#3785#310#272
فلا عيش~85#2941#55#87,39#790#121#109
فلا عين~82#2153#225#240
فلا غالب~82#2038#22#125,87#3284#304#218
فلا غاية~64#1743#126#198
فلا غفرت~25#240#85#15,87#3447#91#381
فلا غني~86#3033#149#179
فلا غيبة~87#3692#261#179,90#4286#206#292
فلا فارقك~87#3417#132#351
فلا فجملة~87#3854#376#341
فلا فصل~32#391#131#127
فلا فضل~41#1068#91#157,81#1933#45#35
فلا فقير~87#3087#442#21
فلا فناء~87#3195#255#129
فلا في~90#4251#86#257
فلا قال~87#3803#78#290
فلا قرار~86#3014#127#160
فلا قرب~85#2912#88#58
فلا قطع~32#398#98#134
فلا قلت~87#3968#24#455,87#3977#138#464
فلا قوة~85#2941#63#87
فلا قيمة~41#1156#72#245
فلا كاشف~81#1905#100#7,82#2107#174#194,82#2108#12#195,82#2223#223#310,87#3284#322#218,87#3408#93#342,87#3520#386#7,37#584#173#193
فلا كان~6#117#95#4
فلا كبدي~41#1125#109#214,41#1175#182#264
فلا كفران~87#3729#149#216
فلا كلام~54#1552#303#58
فلا لأن~82#2793#63#428
فلا لأنه~90#4295#42#301
فلا لبس~87#3739#176#226
فلا لك~86#3004#134#150
فلا له~82#2671#216#306
فلا لها~85#2856#8#2
فلا لهم~82#2120#109#207,82#2380#210#15
فلا ليل~90#4178#170#184
فلا ليلك~85#2916#49#62
فلا مأوى~37#443#92#51
فلا ما~86#3019#22#165
فلا مانع~70#1818#168#65
فلا مبدل~82#2302#43#389
فلا محالة~90#4564#166#579
فلا مرد~82#2242#83#329
فلا مزية~90#4192#168#198
فلا مزيد~87#3891#332#378
فلا مساغ~90#4472#68#487
فلا مشاحة~66#1752#59#178
فلا مشاهدة~82#2153#23#240
فلا مصاحب~86#3030#47#176
فلا معدل~62#1723#38#75,67#1771#51#37
فلا معذور~82#2222#203#309
فلا معرفة~85#2868#106#14,85#2963#234#109
فلا معلوم~85#2959#177#105
فلا معنى~44#1436#151#40,82#1981#208#68,82#2043#226#130,87#3534#442#21,87#3852#215#339,90#4149#150#155,39#722#145#41
فلا مقام~87#3479#382#413
فلا من~86#3020#63#166,86#3020#103#166,86#3020#109#166,86#3020#122#166,86#3020#128#166,86#3020#134#166,86#3020#140#166,86#3020#145#166,86#3020#150#166
فلا منفعة~70#1808#187#55
فلا موت~82#2381#166#16,82#2381#172#16
فلا موجود~87#3655#380#142,87#3656#98#143
فلا ناقض~82#2251#163#338
فلا نبؤس~90#4327#130#341,90#4496#141#511
فلا نحب~87#3855#136#342
فلا نحسد~71#1834#54#143
فلا ندري~87#3321#63#255,87#3415#310#349
فلا نردكم~39#814#171#135
فلا نرغب~87#3547#210#34
فلا نسب~82#2642#65#277
فلا نشبع~42#1348#15#13
فلا نشهد~30#363#235#23
فلا نصيب~39#815#31#136
فلا نعده~90#4063#98#69
فلا نعرف~87#3357#334#291
فلا نفس~82#2036#129#123,37#578#112#187
فلا نفي~58#1614#81#15
فلا نكلم~87#3230#77#164,87#3230#242#164
فلا نموت~90#4327#134#341,90#4496#136#511
فلا نهاية~87#3449#14#383
فلا نور~37#442#123#50
فلا هرب~86#3042#41#188
فلا هم~82#2160#126#247,82#2380#224#15,87#3310#345#244
فلا هو~86#3013#134#159,87#3807#308#294
فلا هيبة~90#4153#178#159
فلا وأما~90#4505#195#520
فلا وإما~90#4509#14#524
فلا وإن~87#3117#300#51
فلا والد~86#3036#35#182
فلا وجل~82#2167#223#254
فلا وجه~82#2350#284#437
فلا وحرمة~86#3052#97#198
فلا وذكر~87#3972#278#459
فلا ورأى~87#3975#10#462
فلا وربك~82#2067#4#154,25#286#88#61,87#3526#32#13,87#3528#308#15,30#360#143#20,91#4615#27#47
فلا وروى~87#3839#177#326
فلا وسأل~87#3518#266#5
فلا وصلوقال~41#1264#19#353
فلا وصول~41#1057#153#146
فلا وفاق~86#3012#191#158
فلا وقال~87#3926#156#413
فلا وقد~87#3957#170#444
فلا وقرن~87#3578#361#65
فلا وقفة~85#2868#99#14
فلا ولا~61#1708#32#201
فلا ولاية~41#1068#102#157
فلا وما~87#3974#235#461,37#475#67#83
فلا ومن~87#3884#37#371
فلا يأخذ~87#3707#38#194,87#3847#418#334
فلا يأخذه~87#3490#377#424
فلا يأذن~87#3824#66#311
فلا يأكل~41#1226#11#315,87#3459#47#393,87#3809#125#296,87#3834#370#321
فلا يأمر~87#3820#243#307,87#3820#258#307
فلا يأمن~82#2007#194#94,82#2147#57#234,82#2147#72#234,87#3551#246#38,87#3910#139#397,91#4613#52#45
فلا يأنس~39#792#164#111
فلا يؤاخذنا~30#362#144#22
فلا يؤبه~87#3253#134#187
فلا يؤثر~82#2007#50#94,87#3790#39#277,87#3790#136#277
فلا يؤذ~90#4239#50#245
فلا يؤذيهم~82#2546#105#181
فلا يئودهم~87#3464#260#398
فلا يا~86#3009#103#155,86#3020#69#166,86#3020#79#166,86#3020#87#166,86#3020#95#166,86#3020#114#166,86#3033#71#179
فلا يبالي~87#3433#39#367,87#3702#345#189,87#3902#439#389
فلا يبخل~81#1928#47#30
فلا يبدل~82#2490#82#125
فلا يبدو~87#3465#157#399
فلا يبدي~87#3640#112#127
فلا يبدين~82#2408#217#43
فلا يبر~87#3763#169#250
فلا يبزقن~87#3677#99#164
فلا يبصر~87#3266#267#200
فلا يبصرون~82#2173#177#260
فلا يبقوا~87#3904#362#391
فلا يبقى~41#1278#100#367,82#2243#30#330,82#2244#68#331,82#2454#238#89,87#3184#83#118,87#3351#376#285,87#3625#246#112,87#3717#145#204,87#3764#195#251,87#3928#265#415,90#4249#151#255,90#4472#185#487,90#4529#54#544,39#805#75#126
فلا يبلغ~82#1999#113#86
فلا يبلغه~37#459#55#67
فلا يبين~87#3818#236#305
فلا يتأبن~87#3704#364#191
فلا يتجردا~87#3937#116#424
فلا يتحقق~82#2585#190#220
فلا يتحملها~82#2632#34#267
فلا يتخذها~82#2219#108#306
فلا يتخطفني~86#3045#113#191
فلا يتخلص~83#2816#213#45
فلا يتخلى~60#1672#82#470
فلا يتداوى~87#3829#78#316
فلا يترك~83#2833#176#62,83#2834#10#63,87#3449#87#383
فلا يتركن~90#4295#208#301
فلا يتزين~83#2834#56#63
فلا يتسع~87#3846#131#333
فلا يتشبهن~87#3659#422#146
فلا يتعاقبها~87#3281#387#215
فلا يتعالج~87#3551#96#38
فلا يتعظ~82#2446#242#81,82#2755#22#390
فلا يتعلم~87#3771#147#258
فلا يتغير~90#4489#102#504
فلا يتفرغ~84#2854#107#7,87#3906#317#393
فلا يتفرغون~41#1100#80#189,20#188#97#153
فلا يتق~49#1515#41#375
فلا يتقي~83#2839#227#68
فلا يتكلفه~87#3227#23#161
فلا يتكلفون~30#349#257#9
فلا يتكلم~83#2809#98#38
فلا يتكون~32#390#155#126
فلا يتم~87#3680#169#167
فلا يتمكن~87#3461#178#395
فلا يتولاه~87#3901#1#388
فلا يثبت~85#2876#177#22,86#3066#139#212
فلا يجامع~87#3937#152#424
فلا يجامعهن~87#3937#96#424
فلا يجاوز~82#2241#38#328
فلا يجب~50#1527#7#108
فلا يجبب~87#3832#383#319
فلا يجحد~87#3635#124#122
فلا يجد~87#3157#105#91,87#3157#184#91,87#3370#254#304,37#584#47#193
فلا يجده~87#3676#245#163,37#563#101#172
فلا يجزى~87#3245#24#179
فلا يجعلون~87#3346#399#280,87#3736#70#223
فلا يجلس~87#3353#204#287
فلا يجوز~64#1738#49#193,64#1742#30#197,64#1742#46#197,69#1803#91#18,20#190#154#155,87#3192#336#126,87#3330#310#264,27#335#26#33,87#3502#304#436,87#3599#526#86,90#4165#73#171
فلا يحابي~84#2850#439#3
فلا يحب~64#1727#84#182,87#3236#224#170,87#3315#342#249
فلا يحتاج~90#4558#86#573
فلا يحتاجون~83#2837#70#66
فلا يحجب~86#3066#21#212
فلا يحس~87#3315#55#249,39#793#70#112
فلا يحصل~90#4192#105#198
فلا يحصى~87#3692#29#179
فلا يحل~45#1472#103#346,87#3747#132#234,87#3747#146#234,87#3871#6#358,87#3890#299#377,87#3921#324#408,38#655#66#120
فلا يحيط~68#1789#34#150,86#3066#4#212
فلا يخاف~82#2718#168#353,28#341#170#38,39#800#118#121
فلا يخرجك~87#3399#278#333
فلا يخرجنكما~82#2364#80#451,82#2364#94#451
